comuna,tipo,fecha,descripcion
Santiago,Peligro,2025-04-19T12:33:28.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T19:41:55.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T01:42:07.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-06-29T22:26:42.807Z,"René Carvallo Correa"
Santiago,Peligro,2025-04-20T19:17:00.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T08:17:00.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T02:34:04.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T00:53:22.000Z,"Av. Libertador Bernardo O'Higgins"
Independencia,Otro,2025-06-29T22:26:42.807Z,"Av. Independencia"
Santiago,Peligro,2025-04-20T01:03:24.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T15:47:51.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T05:16:10.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T19:44:06.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Policía,2025-04-21T10:07:10.000Z,"Obispo Javier Vásquez"
Santiago,Peligro,2025-04-19T01:53:53.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T15:37:11.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T19:19:40.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T08:25:44.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T02:34:54.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T13:57:36.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T15:51:30.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T12:47:44.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T19:44:18.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T19:21:04.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T08:35:06.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Congestión,2025-06-29T22:26:42.807Z,"Ruiz Tagle"
Santiago,Peligro,2025-04-20T00:55:28.000Z,"Av. Libertador Bernardo O'Higgins"
Recoleta,Otro,2025-06-29T22:26:42.807Z,"Dávila Baeza"
Santiago,Peligro,2025-04-20T01:10:43.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T15:58:44.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T05:24:05.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T19:46:02.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T01:56:12.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T12:24:27.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T15:37:28.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T19:21:47.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T08:56:06.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T02:37:10.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T00:57:06.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T14:01:41.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T01:12:13.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T12:49:35.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T19:50:50.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T02:01:01.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T15:40:28.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-18T23:15:44.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T19:22:27.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T09:06:20.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T10:23:20.000Z,"Toesca"
Santiago,Peligro,2025-04-20T00:57:19.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T14:10:16.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T01:12:47.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T20:04:46.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T12:35:17.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Congestión,2025-04-21T10:27:37.000Z,"Federico Reich"
Santiago,Peligro,2025-04-20T15:44:29.000Z,"Av. Libertador Bernardo O'Higgins"
Recoleta,Peligro,2025-06-29T22:26:42.807Z,"Pío Nono"
Santiago,Peligro,2025-04-20T19:25:59.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T09:11:27.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T02:40:32.000Z,"Av. Libertador Bernardo O'Higgins"
Quinta Normal,Peligro,2025-06-29T22:26:42.807Z,"Coronel Robles"
Santiago,Peligro,2025-04-20T00:57:41.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T14:20:58.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T01:16:12.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T16:13:11.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T05:28:13.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T13:15:22.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T10:29:37.000Z,"Av. Santa María"
Santiago,Peligro,2025-04-20T20:08:37.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T02:04:00.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T12:42:27.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T15:50:04.000Z,"Av. Libertador Bernardo O'Higgins"
Recoleta,Peligro,2025-04-21T10:29:12.000Z,"Pío Nono"
Santiago,Peligro,2025-04-18T23:18:08.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T19:41:08.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T09:40:14.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T02:41:49.000Z,"Av. Libertador Bernardo O'Higgins"
Quinta Normal,Peligro,2025-04-21T10:28:59.000Z,"Coronel Robles"
Santiago,Peligro,2025-04-20T01:03:29.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T14:35:53.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Otro,2025-06-29T22:26:42.808Z,"Lira"
Estación Central,Otro,2025-06-29T22:26:42.808Z,"Nicasio Retamales"
Santiago,Peligro,2025-04-20T01:18:09.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T16:18:58.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Congestión,2025-06-29T22:26:42.808Z,"Ruiz Tagle"
Santiago,Policía,2025-04-21T10:38:21.000Z,"Pío Nono"
Santiago,Peligro,2025-04-19T13:21:02.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T20:20:19.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Peligro,2025-06-29T22:26:42.808Z,"hazard_on_road"
Santiago,Peligro,2025-04-19T02:08:42.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T15:52:51.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T19:47:57.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T02:45:22.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Congestión,2025-06-29T22:26:42.808Z,"Av. Santa María"
Santiago,Peligro,2025-04-20T01:10:58.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T14:53:00.000Z,"Av. Libertador Bernardo O'Higgins"
Providencia,Otro,2025-06-29T22:26:42.808Z,"Ramón Carnicer"
Recoleta,Otro,2025-06-29T22:26:42.808Z,"Dávila Baeza"
Quinta Normal,Otro,2025-06-29T22:26:42.808Z,"Coronel Robles"
Santiago,Corte de ruta,2025-06-29T22:26:42.808Z,"Coquimbo"
Santiago,Peligro,2025-04-17T19:43:35.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-18T14:36:22.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T01:20:08.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T16:19:10.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T20:30:25.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T16:00:18.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T19:54:25.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T09:41:33.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T02:45:39.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T01:15:20.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T15:03:25.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T01:24:02.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T16:26:19.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T13:30:05.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T20:37:50.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T12:44:34.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T16:04:15.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Peligro,2025-04-21T10:45:44.000Z,"Av. Víctor Jara"
Santiago,Peligro,2025-04-20T20:01:09.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T09:43:13.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T10:45:56.000Z,"Agustinas"
Santiago,Peligro,2025-04-20T02:46:41.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T01:15:31.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T15:09:10.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T05:36:03.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Peligro,2025-04-21T10:51:43.000Z,"hazard_on_road"
Santiago,Peligro,2025-04-17T19:44:23.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T01:37:47.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T16:33:50.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T13:35:48.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T20:44:40.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T14:13:49.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T16:07:43.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-18T23:47:53.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T20:10:35.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-06-29T22:26:42.808Z,"San Antonio"
Santiago,Peligro,2025-04-18T06:52:37.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T01:34:10.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T15:32:36.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Congestión,2025-04-21T10:51:51.000Z,"Lira"
Santiago,Peligro,2025-04-17T19:45:51.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-18T14:38:35.000Z,"Av. Libertador Bernardo O'Higgins"
Quinta Normal,Peligro,2025-06-29T22:26:42.808Z,"Sergio Valdovinos"
Santiago,Peligro,2025-04-20T01:46:01.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T16:35:57.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T13:40:24.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T20:51:14.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T14:15:10.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T16:19:06.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T00:02:33.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T20:19:14.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T09:46:34.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T10:57:19.000Z,"Av. Santa Rosa"
Santiago,Peligro,2025-04-20T02:55:24.000Z,"Av. Libertador Bernardo O'Higgins"
Quinta Normal,Peligro,2025-04-21T10:56:37.000Z,"Mapocho"
Quinta Normal,Peligro,2025-04-21T10:58:03.000Z,"Sergio Valdovinos"
Santiago,Peligro,2025-04-20T01:39:24.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T15:33:33.000Z,"Av. Libertador Bernardo O'Higgins"
Independencia,Otro,2025-06-29T22:26:42.808Z,"Av. Santa María"
Santiago,Otro,2025-06-29T22:26:42.809Z,"Autopista Costanera Norte"
Estación Central,Otro,2025-06-29T22:26:42.809Z,"Av. Libertador Bernardo O'Higgins"
Providencia,Otro,2025-06-29T22:26:42.809Z,"Ramón Carnicer"
Quinta Normal,Otro,2025-06-29T22:26:42.809Z,"Av. San Pablo"
Santiago,Congestión,2025-06-29T22:26:42.809Z,"Av. Santa María"
Santiago,Peligro,2025-04-20T05:41:38.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Corte de ruta,2025-06-29T22:26:42.809Z,"Erasmo Escala"
Estación Central,Policía,2025-06-29T22:26:42.809Z,"Pasaje Magallanes"
Estación Central,Congestión,2025-06-29T22:26:42.809Z,"Nicasio Retamales"
Santiago,Peligro,2025-04-21T11:01:34.000Z,"San Antonio"
Estación Central,Peligro,2025-06-29T22:26:42.809Z,"Ruiz Tagle"
Estación Central,Congestión,2025-04-21T11:02:28.000Z,"Av. Padre Alberto Hurtado"
Santiago,Peligro,2025-04-18T14:43:49.000Z,"Av. Libertador Bernardo O'Higgins"
Quinta Normal,Peligro,2025-04-21T11:02:07.000Z,"Sergio Valdovinos"
Quinta Normal,Peligro,2025-04-21T11:00:11.000Z,"Sergio Valdovinos"
Santiago,Peligro,2025-04-20T01:58:21.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T16:47:40.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-15T13:55:34.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T14:13:35.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T20:59:25.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T14:18:28.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T16:45:09.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T00:21:04.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T20:31:03.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T09:55:35.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-06-29T22:26:42.809Z,"San Antonio"
Santiago,Peligro,2025-04-20T02:58:01.000Z,"Av. Libertador Bernardo O'Higgins"
Providencia,Congestión,2025-06-29T22:26:42.809Z,"Av. Vicuña Mackenna"
Santiago,Peligro,2025-04-21T11:00:48.000Z,"Exposición"
Santiago,Peligro,2025-04-20T01:40:53.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T15:45:16.000Z,"Av. Libertador Bernardo O'Higgins"
Recoleta,Otro,2025-06-29T22:26:42.809Z,"Dávila Baeza"
Santiago,Peligro,2025-04-20T05:52:51.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Congestión,2025-04-21T11:08:09.000Z,"Lira"
Estación Central,Peligro,2025-04-21T11:04:44.000Z,"Av. Libertador Bernardo O'Higgins"
Providencia,Peligro,2025-04-21T11:07:23.000Z,"Av. Rancagua"
Santiago,Policía,2025-06-29T22:26:42.809Z,"Cueto"
Estación Central,Peligro,2025-04-21T11:06:41.000Z,"Av. Ecuador"
Santiago,Peligro,2025-04-20T02:27:49.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T16:58:58.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T14:32:12.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T21:07:10.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T02:10:17.000Z,"Av. Libertador Bernardo O'Higgins"
Providencia,Congestión,2025-04-21T11:06:25.000Z,"Av. Vicuña Mackenna"
Santiago,Peligro,2025-04-19T14:27:42.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T16:46:48.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T00:21:30.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T20:42:57.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T03:04:35.000Z,"Av. Libertador Bernardo O'Higgins"
Providencia,Congestión,2025-04-21T11:08:02.000Z,"Av. Vicuña Mackenna"
Santiago,Peligro,2025-04-21T11:05:19.000Z,"Av. 10 de Julio Huamachuco"
Santiago,Peligro,2025-04-20T02:00:51.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T15:49:38.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T05:58:07.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Policía,2025-04-21T11:13:14.000Z,"Toro Mazotte"
Quinta Normal,Congestión,2025-06-29T22:26:42.809Z,"Nueva Imperial"
Santiago,Policía,2025-04-21T11:09:16.000Z,"San Diego"
Santiago,Peligro,2025-04-21T11:12:18.000Z,"Agustinas"
Santiago,Peligro,2025-04-18T14:51:54.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T02:50:56.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-15T13:56:29.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T14:37:49.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T14:45:05.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T16:57:37.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T10:07:48.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T02:08:55.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T15:54:34.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T11:11:08.000Z,"Viel"
Santiago,Accidente,2025-06-29T22:26:42.809Z,"Cueto"
Santiago,Peligro,2025-04-17T19:46:02.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T21:10:32.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T20:47:16.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-18T07:14:38.000Z,"Av. Libertador Bernardo O'Higgins"
Lo Prado,Congestión,2025-06-29T22:26:42.809Z,"Av. San Pablo"
Santiago,Policía,2025-04-21T11:11:24.000Z,"San Diego"
Estación Central,Otro,2025-06-29T22:26:42.810Z,"Av. Padre Alberto Hurtado"
Quinta Normal,Otro,2025-06-29T22:26:42.810Z,"Coronel Robles"
Providencia,Otro,2025-06-29T22:26:42.810Z,"General Bustamante"
Santiago,Otro,2025-06-29T22:26:42.810Z,"San Diego"
Estación Central,Policía,2025-06-29T22:26:42.810Z,"Pasaje Magallanes"
Santiago,Policía,2025-04-21T11:14:12.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-06-29T22:26:42.810Z,"Cueto"
Santiago,Peligro,2025-04-20T05:58:27.000Z,"Av. Libertador Bernardo O'Higgins"
Independencia,Congestión,2025-06-29T22:26:42.810Z,"Av. Santa María"
Santiago,Congestión,2025-04-21T11:18:11.000Z,"Toesca"
Santiago,Congestión,2025-06-29T22:26:42.810Z,"Toesca"
Estación Central,Peligro,2025-06-29T22:26:42.810Z,"Ruiz Tagle"
Estación Central,Congestión,2025-06-29T22:26:42.810Z,"Av. Libertador Bernardo O'Higgins"
Quinta Normal,Congestión,2025-06-29T22:26:42.810Z,"Nueva Imperial"
Santiago,Peligro,2025-04-20T03:04:24.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T11:15:23.000Z,"Agustinas"
Santiago,Peligro,2025-06-29T22:26:42.810Z,"San Antonio"
Santiago,Peligro,2025-04-20T17:03:03.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Corte de ruta,2025-06-29T22:26:42.810Z,"Arturo Prat"
Quinta Normal,Policía,2025-06-29T22:26:42.810Z,"Santo Domingo"
Santiago,Peligro,2025-04-20T10:08:20.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Congestión,2025-04-21T11:15:11.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T03:10:45.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T02:15:06.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T15:59:15.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Otro,2025-04-21T11:18:18.000Z,"Viel"
Lo Prado,Congestión,2025-06-29T22:26:42.810Z,"Av. San Pablo"
Santiago,Accidente,2025-06-29T22:26:42.810Z,"Cueto"
Santiago,Congestión,2025-04-21T11:18:41.000Z,"Av. Manuel Rodríguez"
Santiago,Policía,2025-04-21T11:14:53.000Z,"Agustinas"
Santiago,Peligro,2025-04-20T21:15:44.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T11:16:47.000Z,"Agustinas"
Santiago,Peligro,2025-04-20T20:49:47.000Z,"Av. Libertador Bernardo O'Higgins"
Recoleta,Otro,2025-06-29T22:26:42.810Z,"Dávila Baeza"
Santiago,Peligro,2025-04-20T05:59:02.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T11:19:41.000Z,"Matucana"
Santiago,Peligro,2025-04-16T01:01:16.000Z,"Av. Libertador Bernardo O'Higgins"
Providencia,Congestión,2025-06-29T22:26:42.810Z,"Av. Francisco Bilbao"
Santiago,Peligro,2025-04-18T15:13:49.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T11:23:30.000Z,"Av. Manuel Rodríguez"
Santiago,Peligro,2025-04-20T03:17:48.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T17:13:36.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T14:59:17.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T02:12:07.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T11:22:02.000Z,"San Diego"
Santiago,Peligro,2025-04-20T17:22:25.000Z,"Av. Libertador Bernardo O'Higgins"
Quinta Normal,Policía,2025-04-21T11:19:05.000Z,"Santo Domingo"
Santiago,Peligro,2025-04-20T10:31:45.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T03:21:21.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T11:22:22.000Z,"Av. Presidente Balmaceda"
Santiago,Peligro,2025-04-20T02:39:02.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T16:19:04.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Congestión,2025-04-21T11:21:09.000Z,"Av. San Pablo"
Santiago,Congestión,2025-04-21T11:22:32.000Z,"Portugal"
Santiago,Policía,2025-04-21T11:21:51.000Z,"Hermanos Amunátegui"
Santiago,Congestión,2025-04-21T11:20:26.000Z,"Coronel Robles"
Santiago,Peligro,2025-04-20T21:21:24.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T00:25:12.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T21:03:19.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-18T07:31:28.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T11:19:46.000Z,"Av. Manuel Rodríguez"
Independencia,Otro,2025-06-29T22:26:42.810Z,"Av. Santa María"
Santiago,Policía,2025-04-21T11:27:56.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T11:27:55.000Z,"Av. Matucana"
Santiago,Peligro,2025-04-20T06:00:36.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Congestión,2025-04-21T11:25:48.000Z,"Portugal"
Santiago,Policía,2025-04-21T11:27:58.000Z,"Agustinas"
Santiago,Peligro,2025-04-16T01:10:48.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-18T15:25:31.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T11:24:59.000Z,"hazard_on_road_construction"
Santiago,Peligro,2025-04-20T03:31:54.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T17:20:35.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T11:27:12.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Congestión,2025-06-29T22:26:42.811Z,"Av. 5 de Abril"
