comuna,tipo,fecha,descripcion
Santiago,Peligro,2025-04-21T11:44:36.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Congestión,2025-04-21T19:51:34.000Z,"Veteranos del 79"
Santiago,Peligro,2025-04-21T12:51:39.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Congestión,2025-04-21T19:51:51.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T01:07:53.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Congestión,2025-04-21T19:51:16.000Z,"Av. Santa Rosa"
Santiago,Policía,2025-04-21T19:53:39.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-06-29T22:26:42.870Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T11:17:58.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T18:44:38.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T11:51:41.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Otro,2025-04-21T19:49:59.000Z,"Agustinas"
Santiago,Peligro,2025-04-19T18:23:54.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T23:48:10.000Z,"Av. Libertador Bernardo O'Higgins"
Lo Prado,Congestión,2025-06-29T22:26:42.870Z,"Av. María Rozas Velásquez"
Santiago,Peligro,2025-04-16T17:55:51.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T04:04:49.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T08:31:02.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T04:55:41.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-07T22:36:54.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T09:31:08.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T21:11:03.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T12:41:28.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T01:21:20.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T21:51:20.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T19:58:37.000Z,"Curicó"
Santiago,Peligro,2025-04-21T11:46:01.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T12:57:51.000Z,"Av. Libertador Bernardo O'Higgins"
Quinta Normal,Congestión,2025-06-29T22:26:42.871Z,"Mapocho"
Santiago,Otro,2025-06-29T22:26:42.871Z,"Unión Latinoamericana"
Santiago,Congestión,2025-06-29T22:26:42.871Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Corte de ruta,2025-06-29T22:26:42.871Z,"Erasmo Escala"
Santiago,Policía,2025-06-29T22:26:42.871Z,"San Francisco"
Santiago,Peligro,2025-06-29T22:26:42.871Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T01:15:11.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T19:53:55.000Z,"Marcoleta"
Santiago,Peligro,2025-04-21T19:54:42.000Z,"Av. Libertador Bernardo O'Higgins"
Quinta Normal,Policía,2025-06-29T22:26:42.871Z,"Profesora María Carreño"
Santiago,Policía,2025-04-21T19:57:19.000Z,"Nataniel Cox"
Estación Central,Congestión,2025-06-29T22:26:42.871Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T11:20:54.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T19:08:18.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T11:51:47.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Otro,2025-04-21T19:56:18.000Z,"Agustinas"
Santiago,Peligro,2025-04-19T18:35:07.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Otro,2025-06-29T22:26:42.871Z,"Nicasio Retamales"
Quinta Normal,Otro,2025-06-29T22:26:42.871Z,"Vargas Fontecilla"
Providencia,Otro,2025-06-29T22:26:42.871Z,"Sin descripción"
Recoleta,Otro,2025-06-29T22:26:42.871Z,"Antonia López de Bello"
Ñuñoa,Otro,2025-06-29T22:26:42.871Z,"General Bustamante"
Santiago,Peligro,2025-04-20T23:55:35.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Policía,2025-06-29T22:26:42.871Z,"Capitán Gálvez"
Lo Prado,Congestión,2025-06-29T22:26:42.871Z,"Av. María Rozas Velásquez"
Santiago,Peligro,2025-04-16T18:06:03.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T04:39:03.000Z,"Av. Libertador Bernardo O'Higgins"
Providencia,Congestión,2025-06-29T22:26:42.871Z,"Av. Vicuña Mackenna"
Santiago,Peligro,2025-04-21T09:03:32.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T05:20:47.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-16T01:11:30.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-03-18T10:44:07.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T20:00:34.000Z,"Agustinas"
Santiago,Peligro,2025-04-20T10:24:22.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Otro,2025-04-21T20:00:39.000Z,"Coquimbo"
Santiago,Peligro,2025-04-19T12:49:12.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T21:11:16.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T12:43:58.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T01:26:58.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T22:16:23.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T20:02:34.000Z,"Morandé"
Santiago,Policía,2025-04-21T20:03:34.000Z,"Curicó"
Santiago,Peligro,2025-04-21T11:50:49.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T12:59:38.000Z,"Av. Libertador Bernardo O'Higgins"
Recoleta,Congestión,2025-06-29T22:26:42.871Z,"Dardignac"
Independencia,Peligro,2025-04-21T20:01:39.000Z,"Av. Santa María"
Santiago,Policía,2025-04-21T19:59:47.000Z,"Sazié"
Santiago,Policía,2025-04-21T19:59:18.000Z,"Dr. Ramón Corbalán Melgarejo"
Santiago,Congestión,2025-04-21T19:58:58.000Z,"Av. Manuel Rodríguez"
Santiago,Peligro,2025-04-21T11:29:33.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T19:17:51.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T11:53:28.000Z,"Av. Libertador Bernardo O'Higgins"
Independencia,Peligro,2025-04-21T20:01:19.000Z,"Av. Santa María"
Santiago,Policía,2025-04-21T20:00:20.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T20:01:12.000Z,"Santa Lucía"
Lo Prado,Otro,2025-06-29T22:26:42.871Z,"9 de Julio"
Santiago,Policía,2025-04-21T20:03:55.000Z,"Santa Lucía"
Santiago,Peligro,2025-04-20T23:57:28.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Policía,2025-04-21T20:05:14.000Z,"Conde del Maule"
Santiago,Peligro,2025-04-16T18:09:58.000Z,"Av. Libertador Bernardo O'Higgins"
Providencia,Congestión,2025-04-21T20:04:16.000Z,"Av. Vicuña Mackenna"
Santiago,Peligro,2025-04-21T09:45:44.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T05:22:13.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T20:04:57.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T10:31:49.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T21:32:55.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T12:46:48.000Z,"Av. Libertador Bernardo O'Higgins"
Recoleta,Accidente,2025-04-21T20:08:05.000Z,"Bellavista"
Santiago,Peligro,2025-04-21T01:38:56.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T22:17:48.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Congestión,2025-04-21T20:08:50.000Z,"Av. Cardenal José María Caro"
Quinta Normal,Otro,2025-04-21T20:04:11.000Z,"Mapocho"
Estación Central,Policía,2025-04-21T20:04:24.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T11:57:10.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T13:01:44.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T20:08:25.000Z,"Morandé"
Santiago,Otro,2025-04-21T20:05:07.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T20:06:56.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T01:16:36.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Otro,2025-04-21T20:07:13.000Z,"Dr. Ramón Corbalán Melgarejo"
Santiago,Policía,2025-04-21T20:07:41.000Z,"San Martín"
Santiago,Otro,2025-04-21T20:07:28.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T11:31:24.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Otro,2025-04-21T20:06:53.000Z,"Exposición"
Santiago,Peligro,2025-04-19T19:18:55.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T18:45:45.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T20:06:57.000Z,"Exposición"
Santiago,Otro,2025-04-21T20:05:24.000Z,"Morandé"
Estación Central,Congestión,2025-04-21T20:07:45.000Z,"Av. Padre Alberto Hurtado"
Estación Central,Otro,2025-06-29T22:26:42.872Z,"Concón"
Santiago,Otro,2025-06-29T22:26:42.872Z,"Copiapó"
Recoleta,Otro,2025-06-29T22:26:42.872Z,"Artesanos"
Providencia,Otro,2025-06-29T22:26:42.872Z,"Sin descripción"
Lo Prado,Otro,2025-06-29T22:26:42.872Z,"9 de Julio"
Quinta Normal,Otro,2025-06-29T22:26:42.872Z,"Aguirre"
Providencia,Congestión,2025-06-29T22:26:42.872Z,"Av. Vicuña Mackenna"
Santiago,Peligro,2025-04-21T00:00:33.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Policía,2025-06-29T22:26:42.872Z,"Capitán Gálvez"
Estación Central,Congestión,2025-06-29T22:26:42.872Z,"Av. Libertador Bernardo O'Higgins"
Lo Prado,Congestión,2025-06-29T22:26:42.872Z,"Av. María Rozas Velásquez"
Santiago,Congestión,2025-04-21T20:13:43.000Z,"Av. Cardenal José María Caro"
Santiago,Congestión,2025-06-29T22:26:42.872Z,"José Miguel de la Barra"
Santiago,Policía,2025-04-21T20:11:58.000Z,"Morandé"
Santiago,Peligro,2025-04-21T10:07:45.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T05:49:44.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T11:28:39.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T12:52:17.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T21:46:48.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-06-29T22:26:42.872Z,"Padre Alonso de Ovalle"
Santiago,Corte de ruta,2025-06-29T22:26:42.872Z,"Erasmo Escala"
Santiago,Peligro,2025-04-21T12:48:55.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T01:40:23.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T22:26:09.000Z,"Av. Libertador Bernardo O'Higgins"
Quinta Normal,Congestión,2025-06-29T22:26:42.872Z,"Nueva Imperial"
Santiago,Policía,2025-04-21T20:13:30.000Z,"Exposición"
Santiago,Peligro,2025-04-21T12:02:00.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T13:05:03.000Z,"Av. Libertador Bernardo O'Higgins"
Recoleta,Congestión,2025-06-29T22:26:42.872Z,"Dardignac"
Estación Central,Peligro,2025-04-21T20:12:22.000Z,"Av. Víctor Jara"
Santiago,Peligro,2025-04-19T01:26:00.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T20:13:43.000Z,"Nataniel Cox"
Santiago,Peligro,2025-06-29T22:26:42.872Z,"Hermanos Amunátegui"
Santiago,Peligro,2025-04-21T20:12:30.000Z,"Av. Santa María"
Santiago,Peligro,2025-04-21T12:00:55.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T18:57:49.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Peligro,2025-06-29T22:26:42.872Z,"San Alberto Hurtado"
Santiago,Peligro,2025-04-21T20:11:13.000Z,"Av. Manuel Antonio Matta"
Independencia,Otro,2025-06-29T22:26:42.872Z,"Av. Independencia"
Santiago,Peligro,2025-04-21T00:07:04.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-16T20:20:25.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T20:14:50.000Z,"Almirante Barroso"
Santiago,Otro,2025-04-21T20:17:21.000Z,"Morandé"
Santiago,Otro,2025-04-21T20:18:15.000Z,"San Martín"
Santiago,Peligro,2025-04-19T04:40:34.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T10:21:37.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T07:01:17.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-16T01:14:14.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-07T22:43:34.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T12:28:14.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T12:52:27.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T22:07:44.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Congestión,2025-04-21T20:17:01.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T12:51:13.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T20:18:46.000Z,"San Ignacio de Loyola"
Santiago,Peligro,2025-04-20T22:36:51.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T12:06:06.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T13:07:48.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Accidente,2025-06-29T22:26:42.872Z,"Lira"
Santiago,Policía,2025-04-21T20:14:23.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T01:51:41.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Otro,2025-04-21T20:18:14.000Z,"Dr. Ramón Corbalán Melgarejo"
Santiago,Peligro,2025-04-21T20:14:52.000Z,"Hermanos Amunátegui"
Santiago,Otro,2025-04-21T20:18:44.000Z,"San Ignacio de Loyola"
Estación Central,Congestión,2025-04-21T20:17:09.000Z,"Ruiz Tagle"
Santiago,Otro,2025-04-21T20:14:28.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T20:18:03.000Z,"Lira"
Santiago,Peligro,2025-04-21T11:33:15.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Policía,2025-04-21T20:17:36.000Z,"Av. Padre Alberto Hurtado"
Santiago,Peligro,2025-04-19T19:29:45.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T12:11:37.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T20:14:35.000Z,"San Francisco"
Santiago,Otro,2025-04-21T20:16:49.000Z,"Exposición"
Santiago,Otro,2025-06-29T22:26:42.887Z,"Av. Libertador Bernardo O'Higgins"
Quinta Normal,Otro,2025-06-29T22:26:42.887Z,"Coronel Robles"
Recoleta,Otro,2025-06-29T22:26:42.887Z,"Purísima"
Providencia,Otro,2025-06-29T22:26:42.887Z,"General Bustamante"
Estación Central,Otro,2025-06-29T22:26:42.887Z,"Av. 5 de Abril"
Providencia,Congestión,2025-06-29T22:26:42.887Z,"Av. Vicuña Mackenna"
Santiago,Congestión,2025-06-29T22:26:42.887Z,"Av. Libertador Bernardo O'Higgins"
Quinta Normal,Congestión,2025-06-29T22:26:42.887Z,"Nueva Imperial"
Estación Central,Congestión,2025-06-29T22:26:42.887Z,"Av. Libertador Bernardo O'Higgins"
Lo Prado,Congestión,2025-06-29T22:26:42.887Z,"Av. María Rozas Velásquez"
Santiago,Peligro,2025-06-29T22:26:42.887Z,"Lira"
Santiago,Peligro,2025-04-16T20:33:39.000Z,"Av. Libertador Bernardo O'Higgins"
Providencia,Congestión,2025-04-21T20:20:07.000Z,"Av. Rancagua"
Santiago,Policía,2025-04-21T20:19:29.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T20:23:24.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T10:33:40.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T08:02:59.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T12:57:03.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T13:49:19.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T22:10:04.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-06-29T22:26:42.887Z,"Calle Carabineros de Chile"
Santiago,Corte de ruta,2025-06-29T22:26:42.887Z,"Erasmo Escala"
Santiago,Peligro,2025-04-21T12:56:06.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T01:44:22.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T22:37:21.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T12:09:49.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T13:11:56.000Z,"Av. Libertador Bernardo O'Higgins"
Recoleta,Congestión,2025-06-29T22:26:42.887Z,"Eusebio Lillo"
Santiago,Policía,2025-04-21T20:21:13.000Z,"Padre Alonso de Ovalle"
Santiago,Accidente,2025-06-29T22:26:42.887Z,"Lira"
Quinta Normal,Peligro,2025-04-21T20:23:15.000Z,"Nueva Imperial"
Santiago,Peligro,2025-04-19T02:34:03.000Z,"Av. Libertador Bernardo O'Higgins"
Providencia,Corte de ruta,2025-06-29T22:26:42.887Z,"Nueva Dardignac"
Santiago,Policía,2025-04-21T20:22:56.000Z,"Morandé"
Santiago,Peligro,2025-04-21T20:21:32.000Z,"San Martín"
Quinta Normal,Peligro,2025-04-21T20:22:47.000Z,"Nueva Imperial"
Santiago,Peligro,2025-04-21T11:37:41.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T19:51:45.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Congestión,2025-04-21T20:20:36.000Z,"Av. Manuel Rodríguez"
Santiago,Peligro,2025-04-21T12:18:14.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Congestión,2025-04-21T20:23:26.000Z,"Av. Cardenal José María Caro"
Providencia,Congestión,2025-04-21T20:23:11.000Z,"Av. Vicuña Mackenna"
Santiago,Congestión,2025-06-29T22:26:42.888Z,"José Miguel de la Barra"
Santiago,Otro,2025-06-29T22:26:42.888Z,"Nataniel Cox"
Estación Central,Otro,2025-06-29T22:26:42.888Z,"Av. 5 de Abril"
Recoleta,Otro,2025-06-29T22:26:42.888Z,"Artesanos"
Providencia,Otro,2025-06-29T22:26:42.888Z,"General Bustamante"
Quinta Normal,Otro,2025-06-29T22:26:42.888Z,"Coronel Robles"
Independencia,Otro,2025-06-29T22:26:42.888Z,"Av. Independencia"
Providencia,Congestión,2025-06-29T22:26:42.888Z,"Bellavista"
Santiago,Peligro,2025-04-21T00:12:01.000Z,"Av. Libertador Bernardo O'Higgins"
Quinta Normal,Congestión,2025-06-29T22:26:42.888Z,"Nueva Imperial"
Santiago,Otro,2025-04-21T20:27:10.000Z,"Sazié"
Santiago,Policía,2025-04-21T20:26:28.000Z,"Morandé"
Santiago,Peligro,2025-06-29T22:26:42.888Z,"Lira"
Santiago,Peligro,2025-04-16T20:53:13.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T20:28:51.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T20:25:31.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T04:46:23.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T09:07:48.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-16T01:16:38.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T13:23:08.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-06-29T22:26:42.888Z,"Calle Carabineros de Chile"
Santiago,Otro,2025-04-21T20:24:40.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T22:18:29.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Otro,2025-04-21T20:26:55.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Corte de ruta,2025-06-29T22:26:42.888Z,"Erasmo Escala"
Santiago,Peligro,2025-04-21T12:58:34.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T01:45:07.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Otro,2025-04-21T20:27:06.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T12:12:11.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T13:12:46.000Z,"Av. Libertador Bernardo O'Higgins"
Recoleta,Congestión,2025-06-29T22:26:42.888Z,"Loreto"
Santiago,Peligro,2025-04-21T20:27:17.000Z,"Dieciocho"
Santiago,Accidente,2025-06-29T22:26:42.888Z,"Lira"
Santiago,Policía,2025-04-21T20:28:34.000Z,"Agustinas"
Santiago,Peligro,2025-04-19T02:41:33.000Z,"Av. Libertador Bernardo O'Higgins"
Providencia,Corte de ruta,2025-06-29T22:26:42.888Z,"Mallinkrodt"
Santiago,Otro,2025-04-21T20:26:24.000Z,"Morandé"
Santiago,Policía,2025-04-21T20:26:21.000Z,"Lira"
Santiago,Peligro,2025-04-21T11:45:29.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Congestión,2025-06-29T22:26:42.888Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T12:24:34.000Z,"Av. Libertador Bernardo O'Higgins"
Quinta Normal,Peligro,2025-04-21T20:25:07.000Z,"Coronel Robles"
Santiago,Peligro,2025-04-19T19:00:09.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T00:13:16.000Z,"Av. Libertador Bernardo O'Higgins"
Quinta Normal,Congestión,2025-04-21T20:29:09.000Z,"Nueva Imperial"
Estación Central,Policía,2025-04-21T20:32:48.000Z,"Obispo Manuel Umaña"
Santiago,Policía,2025-04-21T20:32:03.000Z,"Nataniel Cox"
Santiago,Peligro,2025-04-19T04:48:50.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T10:45:45.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T10:02:53.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T14:42:04.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T20:31:31.000Z,"Av. España"
Santiago,Peligro,2025-04-19T14:02:50.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T13:01:25.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T01:48:36.000Z,"Av. Libertador Bernardo O'Higgins"
Recoleta,Peligro,2025-06-29T22:26:42.888Z,"Av. Perú"
Santiago,Peligro,2025-04-20T22:50:08.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T20:33:16.000Z,"General Bulnes"
Santiago,Peligro,2025-04-21T12:17:21.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T13:15:55.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Accidente,2025-04-21T20:31:37.000Z,"Lira"
Santiago,Peligro,2025-04-19T03:35:31.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T11:50:00.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T20:28:59.000Z,"Calle Carabineros de Chile"
Santiago,Peligro,2025-04-19T20:09:17.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T12:34:36.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-19T19:42:22.000Z,"Av. Libertador Bernardo O'Higgins"
Quinta Normal,Peligro,2025-04-21T20:32:35.000Z,"Coronel Robles"
Estación Central,Peligro,2025-06-29T22:26:42.888Z,"Av. 5 de Abril"
Santiago,Peligro,2025-04-21T00:19:35.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T20:38:51.000Z,"Lira"
Santiago,Congestión,2025-06-29T22:26:42.889Z,"José Miguel de la Barra"
Santiago,Accidente,2025-06-29T22:26:42.889Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T10:48:59.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T10:18:02.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T14:44:31.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-20T22:20:04.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T01:57:31.000Z,"Av. Libertador Bernardo O'Higgins"
Estación Central,Congestión,2025-04-21T20:38:40.000Z,"Jotabeche"
Recoleta,Peligro,2025-06-29T22:26:42.889Z,"Av. Perú"
Santiago,Policía,2025-06-29T22:26:42.889Z,"Monjitas"
Santiago,Peligro,2025-04-21T12:18:12.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Peligro,2025-04-21T13:20:00.000Z,"Av. Libertador Bernardo O'Higgins"
Santiago,Policía,2025-04-21T20:37:36.000Z,"Dr. Ramón Corbalán Melgarejo"
Santiago,Corte de ruta,2025-06-29T22:26:42.889Z,"Erasmo Escala"
Santiago,Policía,2025-04-21T20:37:57.000Z,"Av. Manuel Antonio Matta"
Estación Central,Peligro,2025-06-29T22:26:42.889Z,"Av. Las Parcelas"
Providencia,Corte de ruta,2025-06-29T22:26:42.889Z,"Nueva Dardignac"
Estación Central,Congestión,2025-06-29T22:26:42.889Z,"General Amengual"
Recoleta,Policía,2025-06-29T22:26:42.889Z,"Dardignac"
